LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,BedroomAbvGr,GarageCars,PoolArea,SalePrice,Artery
7758,5,7,60,21,3,4,3,1,0,132500,0
9600,5,7,72,15,4,3,3,1,0,147000,0
10289,5,7,57,57,3,3,3,2,0,156000,0
12243,5,6,51,51,3,3,3,2,0,175000,0
10800,5,4,122,52,3,2,3,2,0,160000,0
1526,4,8,52,20,3,4,1,1,0,86000,0
2665,5,6,46,46,3,3,3,1,0,115000,0
9490,6,7,81,72,3,3,3,1,0,133000,1
15578,6,5,16,16,4,3,3,2,0,172785,0
7931,5,6,62,62,3,3,3,1,0,155000,0
5784,5,8,84,26,3,3,2,1,0,91300,1
7879,4,5,102,72,3,3,2,0,0,34900,0
12692,8,5,30,29,4,3,4,2,0,430000,0
9120,7,6,97,72,3,4,4,1,0,184000,0
7800,5,7,55,18,3,3,3,1,0,130000,0
7535,5,7,64,37,3,3,2,1,0,120000,0
1890,6,5,49,49,3,3,3,1,0,113000,0
9803,7,5,17,17,4,3,3,2,0,226700,0
9170,5,7,57,57,3,3,2,2,0,140000,0
15602,7,8,63,25,3,3,1,2,0,289000,0
2308,6,5,48,48,3,3,3,2,0,147000,0
7596,5,5,70,70,3,3,4,2,0,124500,1
9554,8,5,29,28,4,3,3,2,0,215000,0
7862,6,5,13,13,4,3,2,2,0,208300,0
9600,7,9,94,17,3,5,3,2,0,161000,0
9600,5,6,63,63,3,3,3,1,0,124500,0
14559,5,7,71,22,4,3,2,1,0,164900,0
6792,7,5,17,16,4,3,2,2,0,202665,0
9100,5,5,64,64,3,3,3,2,0,129900,0
9187,6,5,39,39,3,4,3,2,0,134000,0
10594,5,5,96,72,3,3,2,1,0,96500,0
12220,10,5,13,13,5,3,3,3,0,402861,0
10448,6,6,50,50,3,3,3,2,0,158000,0
10208,7,5,26,25,4,3,3,3,0,265000,0
9531,6,5,24,24,3,3,3,2,0,211000,0
10918,7,9,96,18,4,3,3,1,0,234000,0
10800,4,7,122,22,3,3,3,0,0,106250,0
11988,6,6,65,65,3,3,3,1,0,150000,0
5000,6,7,75,72,3,4,3,2,0,159000,0
40094,10,5,15,14,5,3,3,3,0,184750,0
11787,7,5,26,25,4,3,3,3,0,315750,0
7500,7,5,17,17,4,3,3,2,0,176000,0
13300,5,7,66,22,3,3,2,1,0,132000,0
14948,9,5,14,14,5,3,3,3,0,446261,0
9098,4,7,102,20,3,3,2,0,0,86000,0
32668,6,3,65,47,4,3,4,2,0,200624,0
10200,6,5,34,33,4,3,3,2,0,175000,0
6155,6,8,102,23,3,3,3,2,0,128000,0
7200,5,7,67,15,3,3,2,1,0,107500,0
5000,1,3,76,72,2,2,1,0,0,39300,0
9056,8,5,18,18,4,3,3,2,0,178000,0
7000,5,7,112,31,3,3,3,0,0,107500,0
8924,7,5,24,23,3,3,3,2,0,188000,0
12735,4,5,50,50,3,3,3,2,0,111250,0
11553,5,5,54,54,3,3,3,1,0,158000,0
11423,8,5,21,20,4,3,3,2,0,272000,0
14601,9,5,16,16,5,3,2,3,0,315000,0
11000,8,5,22,22,4,3,4,3,0,248000,0
10140,7,5,24,23,4,3,3,2,0,213250,0
4058,7,5,24,24,3,3,1,1,0,133000,0
17104,7,5,16,16,4,3,3,2,0,179665,0
13837,7,5,34,34,4,4,4,3,0,229000,0
8737,6,7,99,72,3,3,3,2,0,210000,0
7244,5,7,52,52,3,4,2,2,0,129500,0
8235,5,7,67,27,3,4,2,2,0,125000,0
9375,7,5,19,18,4,3,4,2,0,263000,0
4043,6,6,45,45,3,3,2,2,0,140000,0
6000,5,6,65,65,3,3,3,1,0,112500,0
11146,8,5,16,16,4,3,3,3,0,255500,0
8777,4,5,73,19,3,3,2,2,0,108000,0
10625,7,5,19,18,4,3,3,3,0,284000,0
6380,5,6,100,72,3,3,2,1,0,113000,0
14850,5,5,65,65,3,3,2,1,0,141000,0
11040,4,6,102,72,3,3,3,1,0,108000,0
21872,7,5,26,25,3,3,3,2,0,175000,0
3196,7,5,19,18,4,3,2,2,0,234000,0
11341,5,6,65,26,3,3,3,2,0,121500,0
10010,5,5,48,47,3,3,2,2,0,170000,0
13907,5,6,82,53,3,3,3,0,0,108000,0
21780,6,7,104,72,3,3,4,2,0,185000,0
13346,7,5,30,22,4,3,4,2,0,268000,0
6858,6,4,107,72,3,3,4,1,0,128000,0
11198,9,5,17,15,4,3,4,3,0,325000,0
10171,7,5,18,18,4,3,3,2,0,214000,0
12327,8,8,39,13,4,3,1,2,0,316600,0
7032,5,5,43,43,3,3,2,2,0,135960,0
13101,5,5,57,57,3,3,6,2,0,142600,0
7332,6,6,63,63,3,3,2,1,0,120000,0
13159,7,5,13,13,3,3,3,2,0,224500,0
9967,7,5,22,22,3,3,3,2,0,170000,0
10500,5,7,51,17,3,3,3,1,0,139000,0
8480,5,5,75,72,3,3,2,1,0,118500,0
6292,7,7,94,72,3,3,3,1,0,145000,0
11777,5,6,56,56,3,3,3,2,0,164500,0
3604,7,5,15,15,4,3,2,2,0,146000,0
12150,5,5,68,68,3,3,4,1,0,131500,0
14585,6,6,62,35,3,3,3,2,0,181900,0
12704,8,5,14,13,5,3,3,3,0,253293,0
11841,6,5,32,32,3,4,3,0,0,118500,0
13500,10,9,129,22,5,5,3,2,0,325000,1
6120,4,7,87,27,3,3,3,1,0,133000,0
11443,8,5,17,16,4,3,2,3,0,369900,0
10267,6,7,104,22,3,4,2,1,0,130000,0
8740,5,6,40,40,3,3,2,2,0,137000,0
25095,5,8,54,19,3,3,1,1,0,143000,0
9100,5,6,92,62,3,3,2,1,0,79500,0
8320,7,5,18,18,4,3,3,2,0,185900,0
13478,10,5,14,14,5,3,3,3,0,451950,0
6600,5,8,40,19,3,4,2,2,0,138000,0
4435,6,5,19,19,4,3,1,2,0,140000,0
7990,5,6,47,47,3,3,3,1,0,110000,0
11302,8,5,17,16,4,3,3,3,0,319000,0
3600,6,7,112,29,3,3,3,1,0,114504,0
3922,7,5,16,15,4,3,2,3,0,194201,0
12984,5,6,45,45,3,3,3,2,0,217500,0
1950,6,6,42,42,3,4,3,2,0,151000,0
10927,8,5,17,17,4,3,3,2,0,275000,0
9000,6,6,85,72,3,4,3,1,0,141000,0
10041,8,5,30,30,4,3,3,2,0,220000,0
3182,7,5,18,17,4,3,2,2,0,151000,0
12803,7,5,20,20,4,3,3,2,0,221000,0
13600,7,6,57,32,3,3,3,2,0,205000,0
12464,5,5,26,26,3,4,3,2,0,152000,0
7800,5,8,74,20,3,4,3,1,0,225000,0
12168,8,6,88,24,3,3,4,2,0,359100,0
7943,4,5,61,61,3,2,3,1,0,118500,0
11050,9,5,22,22,4,3,3,3,0,313000,0
10395,6,6,44,44,3,3,3,2,0,148000,0
11885,8,5,21,21,4,3,3,2,0,261500,0
8402,5,5,15,15,3,3,3,0,0,147000,0
1491,4,6,50,50,3,3,1,0,0,75500,0
8800,6,7,59,59,3,4,3,2,0,137500,0
7861,6,5,20,19,4,3,3,2,0,183200,0
7227,6,6,68,68,3,3,2,2,0,105500,1
11694,9,5,15,15,5,3,3,3,0,314813,0
12244,8,5,19,19,4,3,4,3,0,305000,0
8248,3,3,108,72,3,3,2,0,0,67000,0
10800,6,7,48,25,3,3,4,2,0,240000,0
7064,5,6,45,45,3,3,3,2,0,135000,0
2117,6,5,22,22,4,3,2,2,0,168500,0
10400,6,5,50,50,3,3,4,2,0,165150,0
10000,6,6,60,60,3,3,3,2,0,160000,0
12342,5,5,62,44,3,3,3,1,0,139900,0
9600,6,6,67,50,3,3,3,1,0,153000,0
11606,5,5,53,53,3,3,5,2,0,135000,0
9020,6,5,58,58,3,3,3,2,0,168500,0
9000,5,6,142,31,3,3,3,1,0,124000,1
4590,8,5,16,16,4,3,2,2,0,209500,0
11900,7,5,45,45,3,4,3,2,0,82500,0
9250,5,7,68,17,3,3,3,1,0,139400,0
6979,6,5,42,42,3,3,0,2,0,144000,0
10896,6,7,108,27,2,3,8,0,0,200000,0
6120,2,3,86,72,2,2,1,0,0,60000,0
6000,5,4,68,68,3,3,3,1,0,93000,0
8777,5,7,112,72,3,3,2,0,0,85000,0
3982,8,5,16,16,4,3,1,3,0,264561,0
12677,8,5,19,18,5,3,1,2,0,274000,0
7050,7,5,21,21,4,3,3,2,0,226000,0
13860,8,7,50,27,4,3,4,2,0,345000,0
10793,5,5,53,53,3,3,4,2,0,152000,0
9187,9,5,13,13,5,3,2,3,0,370878,0
10530,6,5,51,51,3,3,3,2,0,143250,0
7200,5,5,72,72,3,3,3,2,0,98300,0
10452,6,5,69,69,3,3,3,2,0,155000,0
7700,6,5,56,56,3,3,4,2,0,155000,0
1936,4,6,52,52,3,3,1,0,0,84500,0
8125,7,6,15,15,4,3,3,2,0,205950,0
9084,4,5,82,72,3,3,4,1,0,108000,1
8750,7,5,26,26,4,3,2,2,0,191000,0
10320,6,7,116,27,3,3,3,1,0,135000,0
10437,8,6,27,27,4,4,2,3,0,350000,0
1680,6,5,51,51,3,3,3,1,0,88000,0
10007,5,7,63,16,4,3,3,1,0,145500,0
7200,7,6,91,22,3,2,3,1,0,149000,0
17503,6,5,74,72,3,3,3,1,0,97500,1
9937,5,7,58,23,3,4,3,2,0,167000,0
12384,7,7,46,46,3,3,3,2,0,197900,0
46589,8,7,28,17,4,3,4,3,0,402000,0
13560,6,3,54,54,3,3,2,2,0,110000,0
10012,4,5,50,50,3,3,3,2,0,137500,0
20896,8,5,17,16,4,3,1,3,0,423000,0
11194,8,5,22,22,4,3,3,2,0,230500,0
18450,6,5,57,43,3,4,3,2,0,129000,0
8125,6,5,28,24,3,3,3,2,0,193500,0
14175,5,6,66,35,3,3,3,2,0,168000,0
11600,4,5,100,72,3,3,2,1,0,137500,0
8633,6,5,17,17,4,3,3,2,0,173500,0
6629,6,6,97,72,3,4,3,1,0,103600,1
11250,6,6,45,45,4,3,3,2,0,165000,0
14442,6,7,65,18,3,3,3,2,0,257500,0
9200,6,6,57,57,3,3,3,1,0,140000,0
2289,6,6,44,44,3,3,3,2,0,148500,0
9600,4,2,122,72,3,3,4,3,0,87000,0
9022,5,8,98,16,4,3,2,1,0,109500,0
11844,8,5,14,14,4,3,3,3,0,372500,0
9945,5,5,61,61,3,3,3,2,0,128500,0
8012,6,5,42,42,3,3,2,1,0,143000,0
4500,5,5,90,22,3,3,3,1,0,159434,0
2887,6,5,26,25,3,3,2,2,0,173000,0
11248,9,5,20,20,4,3,3,3,0,285000,0
16770,7,5,24,24,4,3,4,2,0,221000,0
5062,7,5,38,38,4,3,3,2,0,207500,0
10207,7,6,15,15,4,3,3,2,0,227875,0
5105,7,5,18,18,4,3,2,2,0,148800,0
8089,8,6,15,15,4,3,2,2,0,392000,0
7577,6,5,17,16,4,3,2,2,0,194700,0
4426,6,5,18,18,4,3,1,2,0,141000,0
21535,10,6,28,27,5,3,4,3,0,755000,0
26178,7,5,33,32,4,3,4,2,0,335000,0
5400,5,6,101,54,3,3,2,1,0,108480,0
6120,5,6,86,72,3,2,3,2,0,141500,0
13811,6,6,35,35,3,3,2,2,0,176000,0
6000,5,7,101,72,3,3,2,1,0,89000,0
6420,5,7,70,70,3,3,2,1,0,123500,0
8450,5,8,57,13,3,4,3,1,0,138500,0
4282,7,5,18,18,4,3,2,2,0,196000,0
14331,8,5,20,20,4,3,3,3,0,312500,0
9600,7,5,53,53,3,3,3,2,0,140000,0
12438,8,5,16,16,5,3,4,3,0,361919,0
7630,5,9,122,26,3,4,4,2,0,140000,0
8400,7,5,18,17,4,3,3,2,0,213000,0
5600,4,5,92,72,2,2,3,0,0,55000,0
115149,7,5,51,20,3,3,2,2,0,302000,0
6240,8,5,16,16,4,3,2,2,0,254000,0
9018,7,5,15,15,4,3,3,2,0,179540,0
7162,5,7,56,56,3,3,3,1,0,109900,0
4130,3,6,87,19,4,3,2,0,0,52000,0
8712,4,7,122,72,3,3,2,1,0,102776,0
4671,8,5,34,33,4,3,2,2,0,189000,0
9873,4,5,52,52,3,3,3,2,0,129000,0
13517,6,8,46,17,4,3,3,2,0,130500,0
10140,6,5,48,48,3,3,3,2,0,165000,0
10800,7,8,132,24,3,4,3,2,0,159500,0
10000,5,6,49,22,3,3,3,2,0,157000,0
10542,7,5,29,28,4,3,3,3,0,341000,0
9920,5,6,53,53,3,3,3,1,0,128500,0
6563,8,5,37,37,4,3,2,2,0,275000,0
4426,6,5,18,18,4,3,1,2,0,143000,0
8120,4,7,52,52,3,4,3,2,0,124500,0
8172,4,6,68,50,3,3,4,1,0,135000,0
13286,9,5,15,14,5,3,3,3,0,320000,0
6960,4,6,52,52,3,3,3,2,0,120500,0
21695,6,9,34,15,4,4,3,2,0,222000,0
7314,7,5,15,15,4,3,2,2,0,194500,0
11475,5,5,64,64,3,3,4,3,0,110000,0
6240,4,5,97,72,3,3,2,2,0,103000,0
5389,8,5,27,26,4,3,2,2,0,236500,0
9590,7,5,19,19,4,3,3,2,0,187500,0
11404,7,5,24,23,4,3,3,2,0,222500,0
10000,5,6,61,39,3,3,3,1,0,131400,0
8978,5,5,54,54,3,3,3,1,0,108000,0
10800,7,7,108,52,3,3,2,2,0,163000,0
8544,3,4,72,72,3,3,2,2,0,93500,0
10463,8,5,17,17,4,3,3,3,0,239900,0
10800,5,5,35,34,3,3,3,0,0,179000,0
9313,7,5,18,18,4,3,3,2,0,190000,0
9600,5,7,112,20,3,4,2,2,0,132000,0
6768,6,8,61,26,3,4,3,1,0,142000,0
8450,7,5,22,21,3,3,3,2,0,179000,0
12886,5,6,59,23,3,3,3,2,0,175000,0
5395,8,5,29,29,4,3,2,2,0,180000,0
8963,8,9,46,26,5,4,4,2,0,299800,0
8795,7,5,22,22,4,3,4,2,0,236000,0
11700,7,7,142,19,4,3,4,4,0,265979,0
10593,7,5,26,26,4,3,3,2,0,260400,0
8405,4,3,77,72,3,3,4,1,0,98000,0
8800,4,7,112,18,3,3,3,0,0,96500,0
7750,7,5,19,19,4,3,3,2,0,162000,0
9236,6,5,25,25,3,4,3,2,0,217000,0
10240,8,5,17,17,4,3,3,3,0,275500,0
7930,6,8,53,17,3,3,3,2,0,156000,0
3230,6,5,23,23,3,3,3,2,0,172500,0
10769,8,5,15,15,4,3,3,2,0,212000,0
11616,6,5,44,44,3,3,3,2,0,158900,0
2280,7,5,23,23,3,3,3,2,0,179400,0
12257,8,5,27,27,4,3,4,3,0,290000,0
9100,6,6,63,63,3,3,2,1,0,127500,0
6911,5,5,98,72,3,3,2,2,0,100000,0
8640,7,5,13,13,3,3,3,2,0,215200,0
9430,8,5,23,23,4,3,3,3,0,337000,0
9549,8,5,27,26,4,4,2,2,0,270000,0
14587,9,5,14,14,4,3,2,2,0,264132,0
10421,7,5,34,34,3,3,3,2,0,196500,0
12508,6,7,82,37,3,3,4,1,0,160000,0
9100,7,5,18,17,4,3,3,2,0,216837,0
53504,8,5,19,19,5,3,4,3,0,538000,0
7252,5,5,40,40,3,3,2,2,0,134900,0
8877,4,5,71,71,3,3,2,2,0,102000,0
7819,6,5,46,46,3,3,3,2,0,107000,0
10150,5,5,64,64,3,3,2,1,0,114500,0
14226,8,5,16,16,4,3,3,3,0,395000,0
4500,6,5,24,24,3,3,2,2,0,162000,0
11210,7,5,17,16,4,3,3,3,0,221500,0
13350,5,5,48,48,3,3,3,2,0,142500,0
8400,5,5,45,45,3,3,4,2,0,144000,0
10530,6,5,45,45,3,3,2,2,0,135000,0
7875,7,5,27,26,3,3,3,2,0,176000,0
7153,6,5,30,30,4,4,3,2,0,175900,0
16285,7,5,21,20,4,3,3,2,0,187100,0
9101,5,6,44,44,3,4,1,2,0,165500,0
6300,6,6,108,21,3,3,3,0,0,128000,0
9790,6,5,55,55,3,3,3,2,0,161500,0
10800,5,6,107,72,3,4,4,1,0,139000,1
10142,7,5,18,18,4,3,4,2,0,233000,0
6000,4,7,68,22,3,3,2,1,0,107900,0
12205,6,8,56,15,3,3,5,2,0,187500,0
3182,7,5,17,16,4,3,2,2,0,160200,0
11333,6,5,46,46,3,3,3,2,0,146800,0
9920,7,5,26,25,4,3,3,2,0,269790,0
9158,8,5,15,15,4,3,3,2,0,225000,0
10832,7,5,28,26,4,3,3,2,0,194500,0
8400,6,6,42,41,3,3,3,2,0,171000,0
8197,6,5,45,45,3,3,3,2,0,143500,0
7677,5,5,69,69,3,3,2,1,0,110000,0
13518,9,5,14,13,5,3,4,3,0,485000,0
7200,5,7,85,72,3,3,3,1,0,175000,0
12798,6,5,25,25,3,3,4,2,0,200000,0
4800,4,7,106,32,3,3,2,2,0,109900,0
8199,7,5,17,17,4,3,3,2,0,189000,0
13891,9,5,14,13,5,3,4,3,0,582933,0
9000,5,5,68,68,3,3,2,1,0,118000,0
12274,7,5,14,14,4,3,3,2,0,227680,0
9750,5,5,55,55,3,3,3,1,0,135500,0
21384,5,6,99,18,3,3,3,2,0,223500,0
13400,5,5,56,56,3,3,3,2,0,159950,0
8100,5,5,124,57,3,3,2,2,0,106000,0
10140,6,6,48,23,3,3,3,2,648,181000,0
4438,6,5,18,18,4,3,1,2,0,144500,0
8712,5,5,70,70,2,3,2,2,0,55993,0
9750,6,6,64,64,3,3,4,1,0,157900,0
8248,5,7,104,72,3,3,3,1,0,116000,0
12137,7,5,24,24,3,3,3,2,0,224900,0
11425,5,6,68,68,3,3,2,1,0,137000,0
13265,8,5,20,20,4,3,3,3,0,271000,0
8816,6,7,51,51,3,3,3,2,0,155000,0
6371,7,5,13,12,4,3,2,2,0,224000,0
7226,7,5,19,19,4,3,3,2,0,183000,0
6000,4,4,69,69,2,3,2,2,0,93000,0
12394,7,5,19,19,4,3,3,2,0,225000,0
9900,6,7,82,72,3,3,3,1,0,139500,0
11216,8,5,16,16,4,3,3,2,0,232600,0
14803,10,5,15,14,5,3,2,3,0,385000,0
6130,5,6,98,72,3,3,2,0,0,109500,0
8529,7,5,21,21,4,3,3,2,0,189000,0
28698,5,5,55,55,3,3,3,2,0,185000,0
2544,7,5,17,17,4,3,2,2,0,147400,0
11900,6,5,65,65,3,3,3,2,0,166000,0
3180,7,5,17,17,3,3,2,2,0,151000,0
9548,7,6,19,19,4,3,3,2,0,237000,0
10004,6,6,58,58,3,3,3,2,0,167000,0
7875,5,6,61,61,3,3,3,2,0,139950,0
9600,4,7,72,27,3,3,2,2,0,128000,0
8100,5,6,74,49,3,3,2,2,0,153500,0
1680,6,5,49,49,3,3,2,1,0,100000,0
9525,5,6,27,16,3,3,3,1,0,144000,0
11767,5,6,76,27,3,3,3,1,0,130500,0
12155,6,8,97,72,3,3,4,1,0,140000,0
10440,5,8,118,20,3,3,3,2,0,157500,0
9020,6,7,56,56,3,3,3,2,0,174900,0
8000,5,4,61,61,3,3,6,0,0,141000,1
12665,5,8,107,72,3,3,4,3,0,153900,1
16647,5,5,47,41,3,3,3,2,0,171000,0
9317,7,5,29,29,4,3,3,2,0,213000,0
15523,5,6,50,50,3,3,3,1,0,133500,0
45600,6,8,114,25,3,3,5,2,0,240000,0
9600,6,7,46,28,4,4,3,2,0,187000,0
4435,6,5,19,19,4,3,1,2,0,131500,0
3196,8,5,19,19,4,3,2,2,0,215000,0
7128,7,5,81,72,3,4,4,1,0,164000,0
12095,6,6,58,58,3,4,3,2,0,158000,0
17920,5,4,67,48,3,3,3,2,0,170000,0
6897,5,8,60,12,3,4,3,1,0,127000,0
10970,6,6,44,44,3,3,3,2,0,147000,0
8125,6,5,28,27,3,3,3,2,0,174000,0
10400,7,5,46,46,3,3,3,2,0,152000,0
11029,6,7,54,38,3,3,4,2,0,250000,0
7642,7,8,104,24,4,3,3,1,0,189950,0
11625,5,4,57,57,3,3,3,2,0,131500,0
9672,6,5,38,37,3,3,3,2,0,152000,0
7931,5,5,63,63,3,3,3,1,0,132500,0
8640,7,5,15,14,4,3,3,2,0,250580,0
8750,5,6,52,52,3,3,3,2,0,148500,0
10656,8,5,16,15,4,3,3,3,0,248900,0
6970,4,5,61,61,3,3,3,2,0,129000,0
14762,5,6,74,72,3,3,2,2,0,169000,0
9938,7,5,29,28,4,3,3,2,0,236000,0
6600,5,5,60,60,3,3,2,1,0,109500,0
8750,6,5,24,24,3,3,3,2,0,200500,0
8892,5,7,69,26,4,3,3,2,0,116000,0
12144,5,7,73,72,4,3,3,1,0,133000,0
5720,5,6,81,72,3,3,3,1,0,66500,1
9000,8,5,15,15,4,3,4,2,0,303477,0
25286,4,5,59,59,3,3,3,2,0,132250,0
8834,9,5,18,17,4,3,4,3,0,350000,0
11782,5,7,61,27,3,3,3,2,0,148000,0
7000,5,8,44,17,4,4,3,1,0,136500,0
7024,5,5,17,16,3,3,2,2,0,157000,0
13758,7,5,32,31,4,4,3,2,0,187500,0
9636,6,5,30,29,3,3,3,2,0,178000,0
6204,4,5,110,72,4,3,5,1,0,118500,0
7150,5,5,55,55,3,3,3,1,0,100000,0
5119,9,5,23,22,4,3,2,2,0,328900,0
8393,5,5,63,17,3,3,4,2,0,145000,0
16466,5,7,67,67,3,4,3,1,0,135500,0
15865,8,6,52,52,4,4,4,2,0,268000,0
12160,6,4,69,69,3,3,2,2,0,149500,0
8064,5,7,73,16,3,4,3,2,0,122900,1
11184,6,5,44,44,3,3,3,2,0,172500,0
8414,6,8,59,19,3,3,3,1,0,154500,0
13284,5,5,68,68,3,3,3,1,0,165000,0
7018,5,5,43,43,3,3,4,2,0,118858,0
7056,6,5,59,59,3,3,4,2,0,140000,0
8765,4,6,86,72,3,3,2,1,0,106500,0
7018,5,5,43,43,3,3,6,2,0,142953,0
12919,9,5,13,12,5,3,2,3,0,611657,0
6993,5,7,61,28,3,3,3,1,0,135000,0
7340,4,6,51,51,3,3,2,1,0,110000,0
8712,5,7,65,22,3,4,2,1,0,153000,0
7875,7,5,19,19,4,3,3,2,0,180000,0
14859,7,5,16,16,4,3,3,3,0,240000,0
6173,5,6,55,55,3,3,3,1,0,125500,0
9920,5,5,68,68,3,3,3,1,0,128000,0
13501,8,5,16,16,4,3,3,3,0,255000,0
11500,7,7,86,35,4,3,3,1,0,250000,0
8885,5,5,39,39,3,3,2,2,0,131000,0
12589,6,5,17,17,4,3,3,2,0,174000,0
11600,5,5,62,62,3,3,5,2,0,154300,0
9286,5,7,45,33,3,3,3,1,0,143500,0
6120,5,7,97,72,3,3,3,1,0,88000,0
6270,5,6,73,72,3,3,4,3,0,145000,0
3000,6,5,13,13,4,3,2,2,0,173733,0
2001,4,5,52,52,3,3,3,1,0,75000,0
9000,2,3,73,72,3,3,1,1,0,35311,0
17140,4,6,66,66,3,3,3,1,0,135000,0
13125,7,5,31,31,4,3,4,3,0,238000,0
11029,6,8,64,20,5,3,3,2,0,176500,0
8462,6,5,28,28,4,4,3,2,0,201000,0
8777,5,7,122,19,3,3,4,0,0,145900,0
10237,6,5,17,16,4,3,3,2,0,169990,0
8012,6,5,29,28,4,3,2,2,0,193000,0
10240,6,6,42,42,3,4,3,2,0,207500,0
15611,5,6,45,45,3,3,3,2,0,175000,0
11999,8,5,19,18,4,3,4,3,0,285000,0
9900,7,5,54,54,3,3,4,2,0,176000,0
11838,8,5,21,21,4,3,3,2,0,236500,0
13006,7,5,25,25,3,3,4,2,0,222000,0
8925,8,5,15,15,4,3,3,3,0,201000,0
9100,5,6,57,57,3,3,2,1,0,117500,0
11670,9,5,16,16,5,3,3,3,0,320000,0
8487,7,5,18,18,4,3,3,2,0,190000,0
27650,7,7,62,15,3,3,4,2,0,242000,0
5825,4,5,96,69,3,4,1,2,0,79900,0
10083,7,5,19,19,4,3,2,2,0,184900,0
9675,7,5,17,17,4,3,3,2,0,253000,0
8760,7,5,16,16,4,3,3,3,0,239799,0
24090,7,7,82,72,3,4,4,1,0,244400,0
12640,6,5,46,46,3,3,4,2,0,150900,0
8755,7,5,23,23,4,3,3,2,0,214000,0
7711,4,3,45,45,3,3,4,0,0,150000,0
25000,5,4,55,55,3,3,4,2,0,143000,0
14375,6,6,64,64,3,3,3,2,0,137500,0
8820,5,6,132,26,3,3,2,2,0,124900,0
8163,5,6,63,63,3,4,3,1,0,143000,0
14536,8,5,20,19,4,3,3,3,0,270000,0
14006,7,5,20,20,4,3,3,2,0,192500,0
9360,6,7,50,16,3,3,3,2,0,197500,0
7200,5,8,72,20,3,3,3,2,0,129000,0
7800,5,5,57,57,3,3,3,1,0,119900,0
7200,5,8,50,19,3,4,2,1,0,133900,0
11075,5,4,53,53,3,3,4,2,0,172000,0
9400,6,5,47,47,3,3,4,0,0,127500,0
7136,6,6,76,72,3,3,4,2,0,145000,0
1300,6,6,42,42,3,3,2,2,0,124000,0
7420,5,5,60,60,3,3,3,2,0,132000,0
8450,7,5,19,19,4,3,3,2,0,185000,0
2572,7,5,23,23,4,3,3,2,0,155000,0
7207,5,7,64,14,3,4,2,0,0,116500,0
12227,6,7,45,27,3,4,4,2,0,272000,0
2308,6,6,46,46,3,3,3,2,0,155000,0
11923,9,5,15,15,4,3,2,2,0,239000,0
11316,7,5,20,19,4,3,4,2,0,214900,0
10237,6,5,17,15,4,3,3,2,0,178900,0
9600,5,7,82,72,4,4,2,1,0,160000,0
7390,5,7,67,67,3,3,3,1,0,135000,0
5925,3,6,112,72,3,3,2,0,0,37900,0
10382,6,5,64,64,3,2,2,1,0,140000,0
10800,4,4,73,72,3,3,4,0,0,135000,0
2268,7,5,19,18,4,3,2,2,0,173000,0
